респондент,версия дерева,задача,время,кол-во кликов,финальная глубина,прямой путь,правильность,как часто пользуется этой функций,текст задачи,выбранный элемент,момент завершения
956795524,2,38,"26,759",4,3,1,1,"Нет, никогда не было необходимости","Где бы вы стали настраивать частоту оповещений, приходящих из ИСУ на электронную почту?",Оповещения,2022-09-15 08:51:08.682
1224252883,2,38,"12,15",3,2,1,0,"Нет, никогда не было необходимости","Где бы вы стали настраивать частоту оповещений, приходящих из ИСУ на электронную почту?",Сообщения,2022-09-15 09:33:40.621
207510611,3,38,"312,632",10,3,0,1,"Нет, никогда не было необходимости","Где бы вы стали настраивать частоту оповещений, приходящих из ИСУ на электронную почту?",Оповещения,2022-09-14 17:08:40.080
596670368,3,38,"20,31",4,3,1,1,"Не пользовался, потому что не знал, что она есть","Где бы вы стали настраивать частоту оповещений, приходящих из ИСУ на электронную почту?",Оповещения,2022-09-14 15:53:39.651
80518563,1,39,"7,744",3,2,1,1,Пользовался буквально 1-2 раза,В каком разделе вы можете отредактировать информацию о себе?,Перейти в профиль,2022-09-14 16:52:58.112
446341758,1,39,"18,699",3,2,1,1,Пользовался буквально 1-2 раза,В каком разделе вы можете отредактировать информацию о себе?,Перейти в профиль,2022-09-14 09:37:45.305
825672756,1,39,"50,664",3,2,1,1,Периодически пользуюсь,В каком разделе вы можете отредактировать информацию о себе?,Перейти в профиль,2022-09-14 11:03:28.667
839417511,1,39,"38,125",5,2,0,1,Пользовался буквально 1-2 раза,В каком разделе вы можете отредактировать информацию о себе?,Перейти в профиль,2022-09-14 16:34:04.613
846674421,1,39,"10,653",3,2,1,1,Пользовался буквально 1-2 раза,В каком разделе вы можете отредактировать информацию о себе?,Перейти в профиль,2022-09-14 17:11:56.409
982904160,1,39,"40,526",6,3,0,0,Пользовался буквально 1-2 раза,В каком разделе вы можете отредактировать информацию о себе?,Данные пользователя,2022-09-14 21:42:07.361
1799955318,1,39,"8,592",3,2,1,1,Периодически пользуюсь,В каком разделе вы можете отредактировать информацию о себе?,Перейти в профиль,2022-09-14 17:01:58.935
756266965,2,39,"29,289",10,3,0,0,Пользовался буквально 1-2 раза,В каком разделе вы можете отредактировать информацию о себе?,Настройка личного кабинета,2022-09-15 13:05:10.642
194347766,3,39,"14,176",4,3,1,1,Пользовался буквально 1-2 раза,В каком разделе вы можете отредактировать информацию о себе?,Информация обо мне,2022-09-14 16:25:49.153
147834894,1,40,"6,663",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-14 16:52:08.516
319172790,1,40,"18,675",3,2,1,1,NULL,Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-14 16:22:18.047
1614893916,1,40,"11,82",3,2,1,1,Пользовался буквально 1-2 раза,Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-14 16:11:08.637
155690944,2,40,"11,547",3,2,1,0,"Нет, никогда не было необходимости",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Люди,2022-09-14 16:37:22.664
235611760,2,40,"14,749",3,2,1,0,"Нет, никогда не было необходимости",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Сообщения,2022-09-14 22:05:03.524
1438086673,2,40,"52,171",5,2,0,1,"Не пользовался, потому что не знал, где её найти",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-14 17:05:31.062
1559042383,2,40,"10,44",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-14 16:39:26.679
275134790,3,40,"13,104",3,2,1,1,Пользовался буквально 1-2 раза,Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-15 12:15:39.335
549223973,3,40,"8,491",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-14 16:51:56.270
1331664554,3,40,"11,462",3,2,1,1,"Не пользовался, потому что не знал, что она есть",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-14 16:52:38.663
1547343902,3,40,"18,453",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо обсудить некоторый вопрос с группой людей. Где располагается подходящий сервис?,Коммуникационные площадки,2022-09-15 12:17:58.673
20734323,1,41,"11,111",3,2,1,1,Пользовался буквально 1-2 раза,Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Сообщения,2022-09-15 12:00:41.133
1720571451,1,41,"26,942",3,2,1,0,"Не пользовался, потому что не знал, где её найти",Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Коммуникационные площадки,2022-09-14 16:15:34.055
1742934849,1,41,"24,695",11,2,0,0,Пользовался буквально 1-2 раза,Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Коммуникационные площадки,2022-09-14 12:34:45.106
228071347,2,41,"12,257",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Сообщения,2022-09-14 17:05:54.200
557365279,2,41,"73,799",10,3,0,0,"Не пользовался, потому что не знал, что она есть",Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Публикации,2022-09-15 16:06:45.637
1539754528,2,41,"52,135",17,2,0,1,"Нет, никогда не было необходимости",Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Сообщения,2022-09-15 12:28:10.382
136737116,3,41,"24,24",6,2,0,0,Периодически пользуюсь,Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Коммуникационные площадки,2022-09-15 12:45:57.956
668854661,3,41,"37,019",3,2,1,1,"Не пользовался, потому что не знал, что она есть",Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Сообщения,2022-09-14 20:12:49.276
967175072,3,41,"10,965",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо сообщить группе людей некоторую информацию. Какой сервис решит вашу проблему?,Сообщения,2022-09-14 17:23:21.729
825672756,1,42,"34,53",3,2,1,1,Периодически пользуюсь,Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-14 11:06:34.880
1080079284,1,42,"10,436",3,2,1,1,Периодически пользуюсь,Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-14 10:06:27.491
1720571451,1,42,"51,986",13,2,0,1,Пользовался буквально 1-2 раза,Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-14 16:18:57.539
228071347,2,42,"10,46",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-14 17:05:41.034
303501949,2,42,"7,419",3,2,1,1,"Не пользовался, потому что не знал, что она есть",Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-14 09:43:18.491
848901586,2,42,"14,197",3,2,1,1,Пользовался буквально 1-2 раза,Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-14 09:53:23.508
141353582,3,42,"25,762",3,2,1,1,"Не пользовался, потому что не знал, что она есть",Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-15 22:37:01.776
532295597,3,42,"20,722",3,2,1,1,"Нет, никогда не было необходимости",Вам необходимо найти информацию о внешних и внутренних конкурсах. Где бы Вы ее искали?,Фонды и конкурсы,2022-09-13 12:35:32.782
319172790,1,43,"87,968",26,3,0,0,"Не пользовался, потому что не знал, что она есть",Вы хотели бы заказать себе книгу в библиотеке. В каком разделе будете искать эту возможность?,Учебные издания,2022-09-14 16:17:20.833
930633306,1,43,"21,784",13,2,0,1,Пользовался буквально 1-2 раза,Вы хотели бы заказать себе книгу в библиотеке. В каком разделе будете искать эту возможность?,ITMO.LIBRARY,2022-09-15 15:59:37.238
1806091173,1,43,"114,726",32,3,0,0,"Нет, никогда не было необходимости",Вы хотели бы заказать себе книгу в библиотеке. В каком разделе будете искать эту возможность?,Учебные издания,2022-09-14 20:26:40.886
128323136,3,43,"51,118",9,2,0,1,"Нет, никогда не было необходимости",Вы хотели бы заказать себе книгу в библиотеке. В каком разделе будете искать эту возможность?,ITMO.Library,2022-09-14 18:39:17.384
149216564,3,43,"11,509",3,2,1,1,"Нет, никогда не было необходимости",Вы хотели бы заказать себе книгу в библиотеке. В каком разделе будете искать эту возможность?,ITMO.Library,2022-09-14 18:22:12.367
777356834,3,43,"26,166",3,2,1,1,"Нет, никогда не было необходимости",Вы хотели бы заказать себе книгу в библиотеке. В каком разделе будете искать эту возможность?,ITMO.Library,2022-09-14 17:04:59.338
781822250,3,43,"50,857",11,2,0,1,"Нет, никогда не было необходимости",Вы хотели бы заказать себе книгу в библиотеке. В каком разделе будете искать эту возможность?,ITMO.Library,2022-09-14 16:54:36.078
120601161,1,44,"37,797",6,2,0,0,"Нет, никогда не было необходимости",Вы хотели бы ознакомиться с выпускными работами выпускников прошлых лет. В каком разделе это можно сделать?,Защиты,2022-09-14 23:02:33.228
346105239,1,44,"13,228",3,2,1,1,Периодически пользуюсь,Вы хотели бы ознакомиться с выпускными работами выпускников прошлых лет. В каком разделе это можно сделать?,Выпускные квалификационные работы,2022-09-15 13:41:06.606
267766381,2,44,"22,665",4,3,1,1,Периодически пользуюсь,Вы хотели бы ознакомиться с выпускными работами выпускников прошлых лет. В каком разделе это можно сделать?,База ВКР,2022-09-14 09:40:32.088
1245622492,2,44,"12,054",3,2,1,0,"Не пользовался, потому что не знал, где её найти",Вы хотели бы ознакомиться с выпускными работами выпускников прошлых лет. В каком разделе это можно сделать?,ITMO.Library,2022-09-14 17:21:44.835
1539754528,2,44,"17,316",4,3,1,1,"Нет, никогда не было необходимости",Вы хотели бы ознакомиться с выпускными работами выпускников прошлых лет. В каком разделе это можно сделать?,База ВКР,2022-09-15 12:27:17.066
273358319,3,44,"10,992",3,2,1,0,"Не пользовался, потому что не знал, что она есть",Вы хотели бы ознакомиться с выпускными работами выпускников прошлых лет. В каком разделе это можно сделать?,ITMO.Library,2022-09-15 18:36:49.704
147834894,1,45,"7,54",3,2,1,0,Периодически пользуюсь,В каком разделе можно найти список учебной группы факультета?,Персоналии,2022-09-14 16:52:17.044
470360253,1,45,"7,007",3,2,1,1,Периодически пользуюсь,В каком разделе можно найти список учебной группы факультета?,Учебные группы и потоки,2022-09-15 17:48:16.643
506086014,1,45,"12,371",3,2,1,1,Периодически пользуюсь,В каком разделе можно найти список учебной группы факультета?,Учебные группы и потоки,2022-09-15 18:22:41.579
982904160,1,45,"115,648",5,2,0,1,Периодически пользуюсь,В каком разделе можно найти список учебной группы факультета?,Учебные группы и потоки,2022-09-14 21:46:39.476
139670491,2,45,"19,774",3,2,1,0,Пользовался буквально 1-2 раза,В каком разделе можно найти список учебной группы факультета?,Подразделения,2022-09-15 10:56:29.552
848901586,2,45,"18,349",4,3,1,1,Периодически пользуюсь,В каком разделе можно найти список учебной группы факультета?,Группы и потоки,2022-09-14 09:54:02.394
962616757,2,45,"12,864",4,3,1,1,Пользовался буквально 1-2 раза,В каком разделе можно найти список учебной группы факультета?,Группы и потоки,2022-09-13 10:15:10.447
149216564,3,45,"16,441",4,3,1,1,Пользовался буквально 1-2 раза,В каком разделе можно найти список учебной группы факультета?,Группы и потоки,2022-09-14 18:22:30.035
1079262788,3,45,"13,109",4,3,1,1,Периодически пользуюсь,В каком разделе можно найти список учебной группы факультета?,Группы и потоки,2022-09-14 11:41:55.684
31057320,1,46,"7,09",3,2,1,1,Пользовался буквально 1-2 раза,В каком разделе можно построить маршрут до кабинета?,Навигатор,2022-09-14 18:47:33.013
319172790,1,46,"30,515",9,2,0,1,Периодически пользуюсь,В каком разделе можно построить маршрут до кабинета?,Навигатор,2022-09-14 16:14:57.041
1120580949,1,46,"36,598",9,2,0,1,Периодически пользуюсь,В каком разделе можно построить маршрут до кабинета?,Навигатор,2022-09-14 17:11:10.783
1162662021,1,46,"19,532",5,2,0,1,Пользовался буквально 1-2 раза,В каком разделе можно построить маршрут до кабинета?,Навигатор,2022-09-14 17:02:08.899
1720571451,1,46,"11,425",3,2,1,1,"Нет, никогда не было необходимости",В каком разделе можно построить маршрут до кабинета?,Навигатор,2022-09-14 16:18:04.545
514305190,2,46,"8,156",3,2,1,1,Постоянно пользуюсь,В каком разделе можно построить маршрут до кабинета?,Навигатор по аудиториям,2022-09-15 08:43:51.262
962616757,2,46,"25,706",5,2,0,1,Пользовался буквально 1-2 раза,В каком разделе можно построить маршрут до кабинета?,Навигатор по аудиториям,2022-09-13 10:14:55.828
1297263133,2,46,"58,304",17,2,0,1,"Нет, никогда не было необходимости",В каком разделе можно построить маршрут до кабинета?,Навигатор по аудиториям,2022-09-14 16:37:11.593
1932516997,2,46,"16,239",3,2,1,1,Периодически пользуюсь,В каком разделе можно построить маршрут до кабинета?,Навигатор по аудиториям,2022-09-15 00:26:05.205
128323136,3,46,"11,005",3,2,1,0,"Не пользовался, потому что не знал, что она есть",В каком разделе можно построить маршрут до кабинета?,Подразделения,2022-09-14 18:39:53.375
575796873,1,47,"9,253",3,2,1,1,"Не пользовался, потому что не знал, где её найти","Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Образовательные программы,2022-09-14 18:31:39.574
971657313,1,47,"13,018",3,2,1,1,Пользовался буквально 1-2 раза,"Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Образовательные программы,2022-09-14 20:35:40.084
1011326352,1,47,"59,184",11,2,0,1,"Нет, никогда не было необходимости","Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Образовательные программы,2022-09-14 16:24:16.547
1120580949,1,47,"14,887",4,2,0,0,Периодически пользуюсь,"Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Подразделения,2022-09-14 17:12:34.120
303501949,2,47,"9,058",4,3,1,1,"Нет, никогда не было необходимости","Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Образовательные программы,2022-09-14 09:43:28.437
752610895,2,47,"15,84",6,3,0,1,"Нет, никогда не было необходимости","Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Образовательные программы,2022-09-14 17:16:06.704
1002011977,2,47,"33,049",4,3,1,1,"Не пользовался, потому что не знал, где её найти","Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Образовательные программы,2022-09-15 11:09:11.594
1504432039,2,47,"82,024",3,2,1,0,Пользовался буквально 1-2 раза,"Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",ITMO.EXPERT,2022-09-14 21:23:04.809
1701240371,3,47,"13,903",4,3,1,1,"Нет, никогда не было необходимости","Вы хотите узнать, какие сейчас образовательные программы есть в ИТМО. Где их можно посмотреть?",Образовательные программы,2022-09-14 15:53:36.128
839417511,1,48,"16,215",3,2,1,1,Постоянно пользуюсь,"Вы хотите посмотреть, в какие дни и время конкретная аудитория занята под занятия студентов. В каком разделе вы будете это делать?",Расписание,2022-09-14 16:36:43.194
1799955318,1,48,"56,53",7,2,0,1,Периодически пользуюсь,"Вы хотите посмотреть, в какие дни и время конкретная аудитория занята под занятия студентов. В каком разделе вы будете это делать?",Расписание,2022-09-14 17:00:50.726
557365279,2,48,"21,625",6,3,0,0,"Нет, никогда не было необходимости","Вы хотите посмотреть, в какие дни и время конкретная аудитория занята под занятия студентов. В каком разделе вы будете это делать?",Бронирование помещений,2022-09-15 16:07:30.362
1078570909,2,48,"57,912",6,3,0,1,Периодически пользуюсь,"Вы хотите посмотреть, в какие дни и время конкретная аудитория занята под занятия студентов. В каком разделе вы будете это делать?",Расписание,2022-09-14 16:59:25.120
1559042383,2,48,"14,718",4,3,1,0,"Нет, никогда не было необходимости","Вы хотите посмотреть, в какие дни и время конкретная аудитория занята под занятия студентов. В каком разделе вы будете это делать?",Навигатор по аудиториям,2022-09-14 16:38:55.633
1678505921,3,48,"14,547",4,3,1,0,Постоянно пользуюсь,"Вы хотите посмотреть, в какие дни и время конкретная аудитория занята под занятия студентов. В каком разделе вы будете это делать?",Бронирование помещений,2022-09-13 10:58:18.985
2092592102,3,48,"23,522",3,2,1,0,Пользовался буквально 1-2 раза,"Вы хотите посмотреть, в какие дни и время конкретная аудитория занята под занятия студентов. В каком разделе вы будете это делать?",Навигатор по аудиториям,2022-09-15 11:29:54.799
693278016,1,49,"8,781",4,3,1,1,Пользовался буквально 1-2 раза,Вы хотите записаться на прием в Студенческий офис. Какой раздел позволит вам это сделать?,Студенческий офис,2022-09-14 17:12:34.209
846674421,1,49,"107,184",33,2,0,0,"Нет, никогда не было необходимости",Вы хотите записаться на прием в Студенческий офис. Какой раздел позволит вам это сделать?,Коммуникационные площадки,2022-09-14 17:13:45.204
1080079284,1,49,"59,75",10,2,0,0,Пользовался буквально 1-2 раза,Вы хотите записаться на прием в Студенческий офис. Какой раздел позволит вам это сделать?,Подразделения,2022-09-14 10:06:15.658
1162662021,1,49,"80,304",9,2,0,0,"Нет, никогда не было необходимости",Вы хотите записаться на прием в Студенческий офис. Какой раздел позволит вам это сделать?,Коммуникационные площадки,2022-09-14 17:01:09.602
1534393635,1,49,"48,696",4,3,1,1,"Нет, никогда не было необходимости",Вы хотите записаться на прием в Студенческий офис. Какой раздел позволит вам это сделать?,Студенческий офис,2022-09-14 17:06:32.433
1367966209,2,49,"131,249",38,3,0,0,"Не пользовался, потому что не знал, что она есть",Вы хотите записаться на прием в Студенческий офис. Какой раздел позволит вам это сделать?,Бронирование помещений,2022-09-14 17:03:40.305
1547343902,3,49,"31,502",9,2,0,0,"Нет, никогда не было необходимости",Вы хотите записаться на прием в Студенческий офис. Какой раздел позволит вам это сделать?,Подразделения,2022-09-15 12:18:31.402
714077412,1,50,"56,504",3,2,1,1,"Не пользовался, потому что не знал, где её найти","Вы хотите узнать список дисциплин, которые преподаются студентам определенной группы. Где его можно посмотреть?",Учебные планы и направления,2022-09-14 16:48:57.921
1534393635,1,50,"107,716",3,2,1,0,"Нет, никогда не было необходимости","Вы хотите узнать список дисциплин, которые преподаются студентам определенной группы. Где его можно посмотреть?",Расписание,2022-09-14 17:03:22.076
484597852,2,50,"51,261",4,3,1,0,Пользовался буквально 1-2 раза,"Вы хотите узнать список дисциплин, которые преподаются студентам определенной группы. Где его можно посмотреть?",Группы и потоки,2022-09-15 14:27:26.992
1438086673,2,50,"49,878",6,3,0,0,"Нет, никогда не было необходимости","Вы хотите узнать список дисциплин, которые преподаются студентам определенной группы. Где его можно посмотреть?",Студенческий офис,2022-09-14 17:09:17.734
1228746440,3,50,"18,86",6,3,0,0,"Нет, никогда не было необходимости","Вы хотите узнать список дисциплин, которые преподаются студентам определенной группы. Где его можно посмотреть?",Расписание,2022-09-13 09:37:24.397
1613399123,3,50,"46,583",4,3,1,0,"Нет, никогда не было необходимости","Вы хотите узнать список дисциплин, которые преподаются студентам определенной группы. Где его можно посмотреть?",Группы и потоки,2022-09-14 20:45:04.780
1712799800,3,50,"16,163",4,3,1,0,"Нет, никогда не было необходимости","Вы хотите узнать список дисциплин, которые преподаются студентам определенной группы. Где его можно посмотреть?",Группы и потоки,2022-09-14 16:43:02.042
15889692,1,52,"17,62",3,2,1,0,"Нет, никогда не было необходимости",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Выпускные квалификационные работы,2022-09-13 09:56:56.485
147834894,1,52,"24,899",11,2,0,0,"Нет, никогда не было необходимости",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Диссертационные советы,2022-09-14 16:52:42.757
570270129,1,52,"25,283",3,2,1,1,"Не пользовался, потому что не знал, где её найти",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты,2022-09-15 18:26:21.016
982904160,1,52,"115,934",9,2,0,1,"Нет, никогда не было необходимости",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты,2022-09-14 21:41:25.370
1160253531,1,52,"37,495",7,2,0,0,Периодически пользуюсь,В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Диссертационные советы,2022-09-14 12:26:14.245
155690944,2,52,"574,08",24,3,0,1,"Не пользовался, потому что не знал, что она есть",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты диссертаций,2022-09-14 16:32:59.910
303501949,2,52,"20,709",8,3,0,1,"Нет, никогда не было необходимости",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты диссертаций,2022-09-14 09:43:09.759
756266965,2,52,"37,298",10,3,0,1,"Нет, никогда не было необходимости",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты диссертаций,2022-09-15 13:03:45.560
1078570909,2,52,"21,289",4,3,1,1,Периодически пользуюсь,В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты диссертаций,2022-09-14 16:59:48.761
1515721666,2,52,"72,6",12,3,0,1,"Нет, никогда не было необходимости",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты диссертаций,2022-09-13 12:07:38.923
1999601489,3,52,"37,888",4,3,1,1,"Нет, никогда не было необходимости",В каком разделе можно посмотреть информацию о предстоящих защитах кандидатских и докторских диссертаций?,Защиты диссертаций,2022-09-15 01:20:53.571
1080079284,1,53,"38,569",7,2,0,0,Пользовался буквально 1-2 раза,Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Подразделения,2022-09-14 10:05:14.707
1221178884,1,53,"15,813",3,2,1,0,Постоянно пользуюсь,Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Подразделения,2022-09-14 12:39:37.791
28839841,2,53,"19,29",3,2,1,0,Периодически пользуюсь,Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Подразделения,2022-09-15 07:39:37.067
205165486,2,53,"19,077",4,3,1,1,"Нет, никогда не было необходимости",Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Международные научные лаборатории,2022-09-13 12:07:02.143
136737116,3,53,"23,421",6,2,0,0,Пользовался буквально 1-2 раза,Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Люди,2022-09-15 12:45:01.320
149216564,3,53,"30,42",3,2,1,0,Периодически пользуюсь,Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Подразделения,2022-09-14 18:20:55.374
1678505921,3,53,"18,129",3,2,1,0,Постоянно пользуюсь,Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Подразделения,2022-09-13 10:57:05.818
2106871247,3,53,"21,786",4,3,1,1,"Нет, никогда не было необходимости",Вам необходимо узнать контакты конкретной научной лаборатории. В каком разделе они находятся?,Международные научные лаборатории,2022-09-13 09:22:29.616
714077412,1,54,"16,369",3,2,1,1,"Нет, никогда не было необходимости","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Проекты,2022-09-14 16:50:27.103
1314764682,1,54,"44,088",3,2,1,1,"Не пользовался, потому что не знал, что она есть","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Проекты,2022-09-13 09:57:31.768
1999747662,1,54,"18,491",3,2,1,0,"Нет, никогда не было необходимости","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Научные направления и интересы,2022-09-14 16:08:29.029
848901586,2,54,"27,666",4,3,1,1,"Нет, никогда не было необходимости","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Проекты,2022-09-14 09:52:47.500
141353582,3,54,"21,023",4,3,1,1,"Не пользовался, потому что не знал, что она есть","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Проекты,2022-09-15 22:40:14.467
777356834,3,54,"36,242",3,2,1,0,"Не пользовался, потому что не знал, где её найти","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Профессиональные интересы,2022-09-14 17:05:36.663
1290111557,3,54,"11,885",4,3,1,1,"Не пользовался, потому что не знал, где её найти","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Проекты,2022-09-14 10:20:58.119
1657320995,3,54,"39,745",4,3,1,1,Пользовался буквально 1-2 раза,"Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Проекты,2022-09-13 13:04:53.573
2092592102,3,54,"18,315",4,3,1,1,"Нет, никогда не было необходимости","Вам стало интересно посмотреть, какие научные проекты в данный момент разрабатываются в ИТМО. Где это можно посмотреть?",Проекты,2022-09-15 11:30:32.490
1080079284,1,55,"45,127",5,2,0,1,"Нет, никогда не было необходимости",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Открытая приборная база Университета,2022-09-14 10:04:34.644
1120580949,1,55,"65,674",19,2,0,0,"Не пользовался, потому что не знал, где её найти",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Международные научные лаборатории,2022-09-14 17:12:18.263
1162662021,1,55,"46,07",7,2,0,1,"Нет, никогда не было необходимости",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Открытая приборная база Университета,2022-09-14 17:02:55.849
1206334471,2,55,"27,456",10,3,0,1,"Нет, никогда не было необходимости",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Приборная база,2022-09-14 15:55:00.127
1263736885,2,55,"11,245",4,3,1,1,"Нет, никогда не было необходимости",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Приборная база,2022-09-14 18:55:49.846
549223973,3,55,"42,655",6,2,0,0,"Нет, никогда не было необходимости",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Подразделения,2022-09-14 16:51:07.706
1331664554,3,55,"397,035",12,3,0,1,"Не пользовался, потому что не знал, где её найти",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Приборная база,2022-09-14 16:50:28.216
1547343902,3,55,"60,748",19,2,0,0,"Нет, никогда не было необходимости",Для выполнения исследования Вам требуется оборудование. В каком разделе располагается список доступного оборудования университета?,Подразделения,2022-09-15 12:20:07.737
